name,email,date_of_birth,age,above_18,mobile
Crystal Herrera,Crystal_Herrera@heath.biz,19790328,42.79,True,
Julie Suarez,Julie_Suarez@jones.info,19681221,53.07,True,
William Lee,William_Lee@jones.com,19870207,34.92,True,
Paige Sanders,Paige_Sanders@montgomery-acevedo.com,20011120,20.13,True,
Devin Bates,Devin_Bates@boyd.com,20080222,13.87,False,
Becky Hernandez,Becky_Hernandez@wolfe-estes.com,19520902,69.38,True,
John Henderson,John_Henderson@wilson.biz,19680429,53.71,True,
Samuel Bell,Samuel_Bell@davis-combs.net,20030513,18.65,True,
Mitchell Owen,Mitchell_Owen@finley.info,20100919,11.29,False,
Amy Baker,Amy_Baker@phelps-cole.com,20000507,21.67,True,
Duane Gomez,Duane_Gomez@williamson.biz,19910612,30.58,True,
Maria Hampton,Maria_Hampton@turner-white.biz,20131115,8.13,False,
Kathy Schneider,Kathy_Schneider@randolph.com,19710130,50.96,True,
Christopher Johnson,Christopher_Johnson@odom.com,19761002,45.28,True,
Alison Rojas,Alison_Rojas@marshall.com,20180721,3.45,False,
Susan Valdez,Susan_Valdez@ritter-rich.com,20160713,5.47,False,
Jason Conway,Jason_Conway@salinas.com,20090825,12.36,False,26369799
Nathan Reid,Nathan_Reid@warner.com,20140905,7.33,False,
Amy Klein,Amy_Klein@williamson.net,19870717,34.48,True,
Victoria Johnson,Victoria_Johnson@conley.com,19650307,56.86,True,
Sara Adams,Sara_Adams@gutierrez-wilson.info,19921120,29.13,True,
Charles Reid,Charles_Reid@willis.info,20030707,18.5,True,
Angela Davis,Angela_Davis@jones-morgan.com,19610418,60.75,True,
Brittany Nicholson,Brittany_Nicholson@carlson-wade.com,19920415,29.73,True,
Martin Robinson,Martin_Robinson@gray.info,19920217,29.89,True,
Christopher Mitchell,Christopher_Mitchell@blair.net,20080406,13.75,False,70452735
Nathaniel Kelly,Nathaniel_Kelly@barron.info,19901031,31.19,True,
Jesus Martinez,Jesus_Martinez@hunt-nichols.com,20060424,15.7,False,
Mark Kim,Mark_Kim@martinez.biz,20081101,13.18,False,
Kimberly Mccullough,Kimberly_Mccullough@cantu.com,19890901,32.36,True,
Kevin Richardson,Kevin_Richardson@wheeler.com,19890718,32.48,True,
Kim Kramer,Kim_Kramer@dominguez.com,19860507,35.68,True,
Rebecca Pearson,Rebecca_Pearson@davis.org,20001113,21.15,True,
Kimberly Aguilar,Kimberly_Aguilar@gilmore.info,19630607,58.61,True,
Mr. Parker Chandler DDS,Parker_Chandler@barnes.com,19850409,36.76,True,
Patricia Jordan,Patricia_Jordan@robbins.net,20141005,7.25,False,49578007
Thomas Guzman,Thomas_Guzman@taylor.net,19500331,71.81,True,
Christina Lewis,Christina_Lewis@dougherty.com,19911110,30.16,True,
Nicole Green,Nicole_Green@green.info,19751114,46.16,True,
Sandra Ayers,Sandra_Ayers@flowers.com,19630713,58.51,True,
Kimberly Gould,Kimberly_Gould@smith.com,20100925,11.28,False,
Cory Johnson,Cory_Johnson@bishop.info,19841229,37.03,True,
Lisa Butler,Lisa_Butler@caldwell.net,19810820,40.39,True,
Stephanie Gomez,Stephanie_Gomez@marks.com,19920214,29.9,True,
Dennis Figueroa,Dennis_Figueroa@kidd-hernandez.com,19500513,71.69,True,
Michelle Spencer,Michelle_Spencer@norman.biz,19620924,59.31,True,
Austin Zuniga,Austin_Zuniga@cline-tucker.com,19570804,64.45,True,
Sarah Mora,Sarah_Mora@neal.com,19550910,66.36,True,
Mr. David Brown,David_Brown@harding.org,19971126,24.12,True,
Regina Smith,Regina_Smith@norris-brown.org,19540701,67.55,True,
John Gardner,John_Gardner@heath.com,19800219,41.9,True,
Michael Wu,Michael_Wu@gutierrez.com,20041130,17.1,False,29225607
Jenny Fox,Jenny_Fox@ross.com,19781018,43.24,True,
Elizabeth Cole,Elizabeth_Cole@kaufman-zavala.com,20030217,18.88,True,
Justin Holmes,Justin_Holmes@davis.biz,19931215,28.07,True,
Steve Carey,Steve_Carey@smith.biz,20140915,7.3,False,
Ryan Miller,Ryan_Miller@williams.net,19740717,47.49,True,
Alvin Blair,Alvin_Blair@walton.biz,19521122,69.16,True,
John Pearson,John_Pearson@golden.com,19570130,64.96,True,
Marcus Mejia,Marcus_Mejia@brooks.net,19750707,46.52,True,
Antonio Simon,Antonio_Simon@wang-larsen.net,20090807,12.41,False,
Maria Mccall,Maria_Mccall@watts.com,20171205,4.08,False,
Linda Robinson,Linda_Robinson@farmer.com,20010724,20.45,True,
Emily Rodriguez,Emily_Rodriguez@gardner.biz,19910716,30.48,True,
Dr. Samantha Morrison,Samantha_Morrison@hamilton-wilson.net,19611120,60.16,True,
Johnny Clark,Johnny_Clark@phillips-phillips.com,19870102,35.02,True,
Brandon Hanson,Brandon_Hanson@walker.com,19670509,54.69,True,
Dana Mcclain,Dana_Mcclain@jackson.org,20090428,12.69,False,14366295
Christine Ramos,Christine_Ramos@hanson.biz,19921128,29.11,True,
Melissa Gibson,Melissa_Gibson@wheeler-cunningham.com,20130220,8.87,False,
Michael Fernandez,Michael_Fernandez@hill-burgess.com,19860428,35.7,True,
Karen Woods,Karen_Woods@nelson.info,20080221,13.87,False,
Alexander Cook,Alexander_Cook@williams.org,19721116,49.16,True,
Michelle Hale,Michelle_Hale@evans.biz,19781021,43.23,True,
Dawn Perez,Dawn_Perez@carroll.info,19551111,66.19,True,
Pamela Willis,Pamela_Willis@fitzgerald.com,19690316,52.83,True,
Tracy Coleman,Tracy_Coleman@thomas.com,19970407,24.75,True,
Amanda Jones,Amanda_Jones@klein.com,20100602,11.59,False,
Alexis Bradford,Alexis_Bradford@steele.com,20010929,20.27,True,
Eric Elliott,Eric_Elliott@anderson-ellison.com,19860330,35.78,True,
Rhonda White,Rhonda_White@arellano.com,19901012,31.24,True,
Annette Kaufman,Annette_Kaufman@schultz-williams.org,19970629,24.53,True,
Kenneth Brown,Kenneth_Brown@olson-lee.org,20060125,15.95,False,
Joshua Brown,Joshua_Brown@zhang.com,19920220,29.88,True,
Tammy Anderson,Tammy_Anderson@turner.com,19700117,51.99,True,
Robert Foster,Robert_Foster@williams.com,19641222,57.07,True,
Phillip White,Phillip_White@davis.com,19930303,28.85,True,
Jeffrey Reeves,Jeffrey_Reeves@howard.org,20051219,16.05,False,
Michelle Dodson,Michelle_Dodson@wright.net,20130103,9.0,False,
Deborah Carter,Deborah_Carter@collins.com,20130301,8.84,False,45711759
Donna Lloyd,Donna_Lloyd@newton-reynolds.info,19560206,65.95,True,
Jason Brown,Jason_Brown@lamb.net,20141007,7.24,False,68172735
Ryan Vaughn,Ryan_Vaughn@rodriguez.com,19601129,61.13,True,
Dan Smith,Dan_Smith@henry.com,19961126,25.12,True,
Alex Brown,Alex_Brown@paul.biz,20170307,4.82,False,54191187
Ethan Lee,Ethan_Lee@adkins.com,20121222,9.03,False,
Jose Martinez,Jose_Martinez@martin.com,19950924,26.29,True,
Alejandra Strickland,Alejandra_Strickland@ward-johnson.net,19570222,64.9,True,
Paula Gregory,Paula_Gregory@sanders.com,19670203,54.95,True,
Joseph Lozano,Joseph_Lozano@bruce.com,19820221,39.89,True,
Mr. Dean Thomas,Dean_Thomas@sanchez.org,20150307,6.83,False,
Madison Richardson,Madison_Richardson@sullivan-riggs.com,19620619,59.58,True,
Kelly Buchanan,Kelly_Buchanan@day-smith.com,20010314,20.82,True,
Robert Brown,Robert_Brown@arroyo-jennings.com,20100112,11.98,False,85795927
Felicia Sawyer,Felicia_Sawyer@vega.com,20060331,15.77,False,
Julian Edwards,Julian_Edwards@brown-peterson.com,19560823,65.4,True,
David Salazar,David_Salazar@butler.com,20171211,4.06,False,
Joshua Williams,Joshua_Williams@hardy.com,19690422,52.73,True,
Daniel Yoder,Daniel_Yoder@brown.net,20171111,4.14,False,
Daniel Nelson,Daniel_Nelson@cooper-robinson.com,19850710,36.5,True,
Gary White,Gary_White@casey.org,19930903,28.35,True,
Jason Campbell,Jason_Campbell@smith-roach.com,19541010,67.27,True,
Elizabeth Watson,Elizabeth_Watson@humphrey-cox.com,20141016,7.22,False,
Kenneth Wright,Kenneth_Wright@fox.com,19620305,59.87,True,
David Clark,David_Clark@short-christian.com,20070204,14.92,False,
Dr. Robert Wright,Robert_Wright@davis-miller.net,19640208,57.94,True,
Derrick Wells,Derrick_Wells@bowman.org,19540617,67.59,True,
Devin Neal,Devin_Neal@graham.org,20130526,8.61,False,
Linda Baker,Linda_Baker@moran.info,19950410,26.75,True,
Amanda Ray,Amanda_Ray@miller.com,20150821,6.37,False,67585215
Bruce Williams,Bruce_Williams@foster.biz,19690728,52.47,True,
Amy Castillo,Amy_Castillo@brooks-mcintyre.com,19630330,58.8,True,
Kyle Turner,Kyle_Turner@wright-williams.com,20041126,17.11,False,
Steven Mason,Steven_Mason@fischer-nelson.info,19621112,59.18,True,
Kimberly Kelly,Kimberly_Kelly@smith-davis.com,20040403,17.76,False,97604615
Melissa Ellis,Melissa_Ellis@gonzalez-miranda.com,19880907,33.34,True,
Mark Mcmillan,Mark_Mcmillan@young.com,19520429,69.72,True,
Erin Bautista,Erin_Bautista@kline.com,19790128,42.96,True,
Joseph Holt,Joseph_Holt@ward-williams.info,19850410,36.75,True,
Dean Foster,Dean_Foster@harrell-ortiz.biz,19910908,30.34,True,
Luis Smith,Luis_Smith@lewis.com,20080615,13.56,False,69279743
Alexis Marshall,Alexis_Marshall@ortiz.com,20181107,3.15,False,
Nathan Jones,Nathan_Jones@hess.net,20020607,19.58,True,
Debra Jordan,Debra_Jordan@parrish-chen.com,19950204,26.93,True,
Billy Rose,Billy_Rose@green.com,19900222,31.88,True,
Amber Stephens,Amber_Stephens@allen-garcia.com,20090210,12.9,False,
Sandra Williamson DDS,Sandra_Williamson@dixon.info,19660821,55.4,True,
Mikayla Wiggins,Mikayla_Wiggins@murphy.info,19670428,54.72,True,
Brandon Cruz,Brandon_Cruz@gutierrez.info,19950124,26.96,True,
Tracy York,Tracy_York@buchanan.com,19970712,24.49,True,
Jessica Adams,Jessica_Adams@berry.biz,20060829,15.35,False,54074899
Diana Flores,Diana_Flores@hill.com,20060125,15.95,False,24605159
Anthony Brooks,Anthony_Brooks@munoz.com,20080506,13.67,False,
Joan Cruz,Joan_Cruz@webb-howe.net,19530807,68.45,True,
Lauren Ray,Lauren_Ray@jenkins.org,19540208,67.94,True,
Robert Fisher,Robert_Fisher@franklin-lee.com,19670413,54.76,True,
Christopher Clark,Christopher_Clark@ramos.biz,19881008,33.25,True,
Leah Palmer,Leah_Palmer@roman.biz,19690320,52.82,True,
Erin Campbell,Erin_Campbell@koch-johnson.com,20000622,21.54,True,
Michael Smith,Michael_Smith@long.com,20080305,13.84,False,
Carolyn Gonzalez,Carolyn_Gonzalez@walsh.com,19570620,64.58,True,
Evan Jackson,Evan_Jackson@duke.com,19820515,39.66,True,
Angela Lopez,Angela_Lopez@flynn-moore.org,20100426,11.69,False,
Mariah Jones,Mariah_Jones@butler-murphy.com,19610203,60.95,True,
Melissa Yates,Melissa_Yates@baxter-kaiser.com,19701015,51.25,True,
Chad Hill MD,Chad_Hill@murphy.biz,20031007,18.25,True,
Dalton Marshall,Dalton_Marshall@perez.com,20050622,16.54,False,
Megan Davis,Megan_Davis@bonilla.com,20181205,3.08,False,
Jay Hunt,Jay_Hunt@villanueva-estrada.org,20090615,12.56,False,
Craig Brady,Craig_Brady@lee-smith.com,19970910,24.33,True,
James Cooper,James_Cooper@brewer-evans.com,19550502,66.72,True,
Timothy Cabrera,Timothy_Cabrera@mcdonald-smith.net,19980429,23.69,True,
Justin Kemp,Justin_Kemp@morton.biz,19961228,25.03,True,
Sean Roach,Sean_Roach@campbell-boyd.info,19930805,28.43,True,
Jeffery Steele,Jeffery_Steele@gutierrez.com,19790522,42.64,True,
Albert Sellers,Albert_Sellers@gonzalez.com,20120827,9.35,False,
Jennifer Snyder,Jennifer_Snyder@allen-hernandez.com,19940805,27.43,True,
John Scott,John_Scott@rodgers.com,20181225,3.02,False,88527399
Gabrielle Brown DVM,Gabrielle_Brown@curtis.org,19980626,23.53,True,
Devon Ramsey,Devon_Ramsey@wilson-sanchez.info,20050803,16.42,False,
Linda Palmer,Linda_Palmer@collins-garrett.com,20120120,9.96,False,
Laura Vargas,Laura_Vargas@myers.net,19510629,70.56,True,
Felicia Stewart,Felicia_Stewart@castaneda-hines.com,19500624,71.57,True,
Antonio Lewis,Antonio_Lewis@robinson-sullivan.info,20181103,3.16,False,
Andrew Nielsen,Andrew_Nielsen@cole.com,19821113,39.16,True,
Lindsay Carpenter,Lindsay_Carpenter@hernandez.info,19620308,59.86,True,
Chris Stewart,Chris_Stewart@lyons.net,20041109,17.16,False,
Robert Moore,Robert_Moore@collins.com,19500317,71.84,True,
Timothy Ray,Timothy_Ray@torres.biz,19620127,59.97,True,
Scott Day,Scott_Day@robinson.info,20170727,4.44,False,
Nathaniel Armstrong,Nathaniel_Armstrong@williams-medina.net,19601004,61.28,True,
Amanda Brown,Amanda_Brown@martinez.com,20100418,11.72,False,
Kim Howell,Kim_Howell@rice-avery.biz,20090201,12.92,False,
Kristin Lindsey,Kristin_Lindsey@dennis.com,19630702,58.54,True,
Erin Flowers,Erin_Flowers@smith.com,20070703,14.51,False,
Samuel Anderson,Samuel_Anderson@white-bryant.com,20160906,5.32,False,83338023
Jennifer Burke DDS,Jennifer_Burke@sampson-davis.com,19811009,40.26,True,
Kelly Douglas,Kelly_Douglas@walton.com,19881104,33.18,True,
Nancy Marshall,Nancy_Marshall@wood.net,19720620,49.57,True,
Jorge Johnson,Jorge_Johnson@sanchez.com,19670224,54.89,True,
Amy French,Amy_French@castro.com,20050509,16.66,False,
Virginia Chambers DDS,Virginia_Chambers@lewis.com,19820204,39.93,True,
Mary Pollard,Mary_Pollard@francis.com,19850921,36.3,True,
Edward Norris,Edward_Norris@harris-long.info,20101014,11.22,False,
Deborah Bailey,Deborah_Bailey@shaw.com,19871223,34.05,True,
Jennifer Jones,Jennifer_Jones@hall.org,20110423,10.7,False,
Sonya Griffith,Sonya_Griffith@harris.com,20060428,15.69,False,30409567
Patrick Gallagher,Patrick_Gallagher@higgins.com,19861216,35.07,True,
Jonathan Miller,Jonathan_Miller@rodgers-sanchez.info,19900302,31.86,True,
Heather Ballard,Heather_Ballard@armstrong.net,19520125,69.98,True,
Andre Manning,Andre_Manning@reeves-marshall.com,20041208,17.08,False,66456055
Ashley Soto,Ashley_Soto@yoder.com,20061104,15.17,False,
Dr. Elizabeth Clark,Elizabeth_Clark@parker.net,20170826,4.35,False,17305399
Patricia Young,Patricia_Young@sims.biz,20020728,19.44,True,
Marisa Campbell,Marisa_Campbell@wilkinson-scott.org,19531209,68.11,True,
Timothy Davis,Timothy_Davis@johnson-brooks.com,19591017,62.25,True,
Mitchell Ibarra,Mitchell_Ibarra@cole.com,19841030,37.2,True,
Paul Taylor,Paul_Taylor@allen-larson.net,19551026,66.23,True,
Henry Roach,Henry_Roach@newman.com,19560614,65.59,True,
Thomas Mcclain,Thomas_Mcclain@shields.com,20140516,7.64,False,
Paul Stein,Paul_Stein@ramirez.org,19770708,44.52,True,
Susan Christensen,Susan_Christensen@anderson.com,19750504,46.7,True,
Crystal Brown,Crystal_Brown@barnes.com,19730314,48.84,True,
Crystal Lowe,Crystal_Lowe@andrews.com,19941130,27.11,True,
Brian Baker,Brian_Baker@martinez-jenkins.com,20000524,21.62,True,
Molly Fischer,Molly_Fischer@johnson-ramirez.com,19871017,34.23,True,
Mark Green,Mark_Green@lucas-barnes.com,19680417,53.75,True,
Karen Davis,Karen_Davis@roy-jones.biz,19980930,23.27,True,
Joanna Figueroa,Joanna_Figueroa@bowen-soto.com,19570129,64.97,True,
Paula Barker,Paula_Barker@melendez-hill.com,19920525,29.62,True,
Adam White,Adam_White@doyle.com,19990115,22.98,True,
Timothy Clark,Timothy_Clark@richardson.com,20130613,8.56,False,
Nathaniel Wells,Nathaniel_Wells@morris.net,19581219,63.08,True,
Cindy Pitts,Cindy_Pitts@harris-craig.org,19860502,35.69,True,
Nichole Townsend,Nichole_Townsend@romero.info,19970606,24.59,True,
Jessica Allen,Jessica_Allen@flynn.com,19661031,55.21,True,
Charles Wright,Charles_Wright@wilson-huff.com,20090421,12.71,False,
Julie Castillo,Julie_Castillo@dodson-park.biz,19800109,42.01,True,
Robert Young,Robert_Young@bryan.biz,20010529,20.61,True,
Randy Bauer,Randy_Bauer@morgan.org,20120101,10.01,False,
Christopher Bright,Christopher_Bright@campbell.biz,19661019,55.24,True,
Maria Reyes,Maria_Reyes@allen-kim.biz,19890306,32.85,True,
Christopher Larson,Christopher_Larson@ross.info,20000501,21.68,True,
Evan Richardson,Evan_Richardson@patrick-cole.com,19770627,44.55,True,
Brittany Salinas,Brittany_Salinas@garrison.com,19790417,42.74,True,
Theodore Schultz,Theodore_Schultz@dunn.net,20141112,7.14,False,
Allen Hall,Allen_Hall@murphy.org,19760113,46.0,True,
Mark Bailey,Mark_Bailey@greer-davis.com,19880508,33.67,True,
Ashley Barton,Ashley_Barton@hayes.com,19890314,32.82,True,
Melissa Reid,Melissa_Reid@weber.info,19730721,48.48,True,
Kevin Frazier,Kevin_Frazier@prince.com,20091002,12.26,False,
Jacqueline Russell,Jacqueline_Russell@barrett.net,19790521,42.65,True,
Jeremy Davidson,Jeremy_Davidson@baker.com,20140424,7.7,False,
Vincent Taylor,Vincent_Taylor@taylor-rodriguez.net,19650716,56.5,True,
Daniel Alexander,Daniel_Alexander@chang.info,19691209,52.1,True,
Katherine Brooks,Katherine_Brooks@mora-hernandez.com,19661111,55.18,True,
Sarah Carlson,Sarah_Carlson@morris.net,20130808,8.41,False,
Stephen Stafford,Stephen_Stafford@lambert.info,19530503,68.71,True,
Molly Grant,Molly_Grant@porter.com,19650402,56.79,True,
Vanessa Chase,Vanessa_Chase@waters.com,20070510,14.66,False,
Katrina Miller,Katrina_Miller@anderson-dawson.biz,19560525,65.65,True,
Karen Hancock,Karen_Hancock@brown.com,19880919,33.31,True,
Raymond Brooks,Raymond_Brooks@spencer.org,20070829,14.35,False,
Amanda Reynolds,Amanda_Reynolds@barnes.com,20161021,5.2,False,
Sandra Marquez,Sandra_Marquez@haynes.com,19930904,28.35,True,
Eric Gregory,Eric_Gregory@wagner.com,19610616,60.59,True,
Mary Allen,Mary_Allen@king-fisher.org,20101118,11.13,False,
Michael Santos,Michael_Santos@ball-larson.com,19930703,28.52,True,
Ronnie Ali,Ronnie_Ali@powell.com,19980712,23.49,True,
John Richardson,John_Richardson@mccall.biz,19660429,55.72,True,
Joseph Beasley,Joseph_Beasley@woods.org,19890309,32.84,True,
Kyle Brown,Kyle_Brown@williams-benson.com,19870917,34.32,True,
Ruth Ballard,Ruth_Ballard@byrd-schaefer.info,19940207,27.92,True,
Michael Bradley,Michael_Bradley@martin.org,19950729,26.45,True,
Derek Sandoval,Derek_Sandoval@hernandez-martinez.com,19820407,39.76,True,
Rodney Harrison,Rodney_Harrison@johnson.com,19931127,28.12,True,
Whitney Sims,Whitney_Sims@moreno-brewer.info,19920620,29.55,True,
Carly Wagner,Carly_Wagner@johnson.com,19600614,61.59,True,
Steve Gonzalez,Steve_Gonzalez@young.com,19761128,45.12,True,
David Fisher,David_Fisher@davis.info,19921009,29.25,True,
Leonard King,Leonard_King@keller.biz,19770126,44.96,True,
Elizabeth Lewis,Elizabeth_Lewis@rivera-gonzalez.biz,19790730,42.45,True,
Brent Moore,Brent_Moore@patel-martin.com,19921020,29.22,True,
Maria Hunt,Maria_Hunt@bennett.com,19830603,38.61,True,
Mrs. Andrea Meza,Andrea_Meza@moreno.com,19860606,35.6,True,
Nathan Crane,Nathan_Crane@nolan.info,19780314,43.83,True,
Dr. Douglas Delgado DDS,Douglas_Delgado@davis-lane.com,19781103,43.19,True,
Dennis Perez,Dennis_Perez@kelley.info,19931120,28.13,True,
Veronica Berry,Veronica_Berry@singh-anderson.com,20140410,7.73,False,
Kristine Holland,Kristine_Holland@robertson-lewis.biz,19691105,52.19,True,
Kelly Gregory,Kelly_Gregory@chan-gonzales.com,19701115,51.16,True,
Shawn Brown,Shawn_Brown@smith-dougherty.org,20140113,7.97,False,
Danielle George,Danielle_George@cole.info,20171206,4.07,False,91838815
Alice Freeman,Alice_Freeman@johnson.com,20141105,7.16,False,
Jessica Hopkins,Jessica_Hopkins@watkins.com,20070421,14.71,False,
April Bryant,April_Bryant@edwards-riggs.org,19730826,48.38,True,
Christopher Miller,Christopher_Miller@thornton.com,19840609,37.59,True,
Duane Smith,Duane_Smith@garcia-lopez.com,19770115,44.99,True,
Dr. Victoria Kirk,Victoria_Kirk@clark.biz,20171228,4.01,False,81082879
Paul Davis,Paul_Davis@berg.com,20030501,18.68,True,
Kevin Lambert Jr.,Kevin_Lambert@hogan.org,19510320,70.84,True,
Sheila Morton,Sheila_Morton@jones.org,20150716,6.47,False,13556935
Melanie Dennis,Melanie_Dennis@daniels.com,19881024,33.21,True,
Melissa Cline,Melissa_Cline@davis.com,19710829,50.38,True,
Timothy Williams,Timothy_Williams@smith.com,19770822,44.39,True,
Kimberly Anderson,Kimberly_Anderson@sandoval-garcia.com,20090411,12.73,False,94200159
Sarah Simmons,Sarah_Simmons@nelson.com,19570204,64.95,True,
Michael Bryan,Michael_Bryan@hall.org,19750717,46.49,True,
Peter Lopez DVM,Peter_Lopez@mejia-farrell.com,20180522,3.62,False,
Philip Oliver,Philip_Oliver@randolph.com,20130103,9.0,False,71077595
Sara Hodges,Sara_Hodges@morrow.com,19750204,46.94,True,
Richard Hicks,Richard_Hicks@ferguson-henderson.com,20071130,14.1,False,
Michael Brown,Michael_Brown@henry.com,20100112,11.98,False,
Destiny Roy,Destiny_Roy@wilson.com,19770505,44.69,True,
Kimberly Baker,Kimberly_Baker@bowman.com,20020703,19.51,True,
Preston Ferguson III,Preston_Ferguson@rowe.com,19630810,58.44,True,
Rachel Montgomery,Rachel_Montgomery@flores-martin.net,19950806,26.42,True,
Rebecca Walls,Rebecca_Walls@mitchell.net,19730317,48.83,True,
Mr. Matthew Collins,Matthew_Collins@wong.biz,20170405,4.75,False,
Caitlin Shelton,Caitlin_Shelton@hawkins-davis.com,20141005,7.25,False,37075271
Jennifer Lin,Jennifer_Lin@nichols-mullen.net,19511009,70.28,True,
Diana Carney,Diana_Carney@chapman.com,20080516,13.64,False,
Nicholas West,Nicholas_West@smith.com,19971028,24.19,True,
Mitchell Kelley,Mitchell_Kelley@thomas.com,19791018,42.24,True,
Andre Boyd,Andre_Boyd@bryant.info,19730125,48.97,True,
James Knight,James_Knight@stein-mendoza.info,19640710,57.52,True,
Andrew Lee,Andrew_Lee@moore-love.com,19810111,41.0,True,
David Clay MD,David_Clay@terry-morris.net,20180305,3.83,False,
Craig Mitchell,Craig_Mitchell@foster-johnson.com,20060607,15.58,False,73048895
Scott Schroeder,Scott_Schroeder@house.com,19670413,54.76,True,
Kathleen Gallagher DVM,Kathleen_Gallagher@lynch.net,20160527,5.6,False,
Benjamin Davis,Benjamin_Davis@stanton.com,19990116,22.98,True,
Luis Mathis,Luis_Mathis@norris.com,19580805,63.45,True,
Rachel Thomas,Rachel_Thomas@rangel.com,19530612,68.6,True,
Erin Henry,Erin_Henry@hester.com,20020203,19.92,True,
Katie Parker,Katie_Parker@wilson-henry.biz,19811124,40.13,True,
Melissa Robinson,Melissa_Robinson@jackson.net,20010108,20.99,True,
Nicole Jones,Nicole_Jones@smith.com,19930708,28.5,True,
James Baker,James_Baker@ramirez.com,20020328,19.78,True,
Amanda Hopkins,Amanda_Hopkins@davis.com,19700605,51.61,True,
Eric Rodriguez,Eric_Rodriguez@harris-little.biz,19610803,60.45,True,
Paul Daniels,Paul_Daniels@harris-matthews.info,20150802,6.42,False,79267879
Stephanie Green,Stephanie_Green@berry-williams.net,19740101,48.03,True,
Beth Stone,Beth_Stone@nguyen-alvarez.com,19900331,31.78,True,
Paul King,Paul_King@humphrey-castaneda.com,19850725,36.46,True,
Lauren Kelly,Lauren_Kelly@fox.com,20140328,7.77,False,90667583
Laura Pierce,Laura_Pierce@graves-sanchez.com,19750919,46.32,True,
Sarah Chandler,Sarah_Chandler@hodge-garza.com,19610512,60.68,True,
Denise Miller,Denise_Miller@williams-johnson.com,20150826,6.36,False,18049735
Megan Perry,Megan_Perry@wilkinson-miller.com,19940109,28.0,True,
David Weber,David_Weber@green.net,19660522,55.65,True,
Michael Hoffman,Michael_Hoffman@morrow.com,19781111,43.17,True,
Amy Townsend,Amy_Townsend@shields.com,19950623,26.55,True,
Martin Larson,Martin_Larson@rodriguez-glover.info,20010116,20.97,True,
Savannah Hampton,Savannah_Hampton@michael.org,19730215,48.91,True,
Amanda Chavez,Amanda_Chavez@henry.biz,19841018,37.23,True,
Tina Campos,Tina_Campos@taylor-collins.com,19980126,23.95,True,
Mark Johnson,Mark_Johnson@woods-benitez.info,20020129,19.94,True,
Emily Kramer,Emily_Kramer@wallace.com,19820318,39.82,True,
Scott Jackson,Scott_Jackson@evans.com,19890514,32.66,True,
Kayla Stanley,Kayla_Stanley@williams.com,19590101,63.04,True,
Samantha Watson,Samantha_Watson@bryant.com,19980716,23.48,True,
John Taylor,John_Taylor@pierce.com,19800617,41.57,True,
Kristen Waller,Kristen_Waller@campbell.com,19551021,66.24,True,
Robert Chang,Robert_Chang@odonnell-mitchell.com,20151220,6.04,False,
Elizabeth Berry,Elizabeth_Berry@gross.com,19601112,61.18,True,
Leslie Estes,Leslie_Estes@torres.com,19781004,43.27,True,
Austin Ramirez,Austin_Ramirez@young.com,20010406,20.75,True,
Stephanie Martinez,Stephanie_Martinez@boone-wilson.net,19510109,71.03,True,
Jaime Perez,Jaime_Perez@pierce.net,19580819,63.41,True,
Randy Stone,Randy_Stone@lopez-andrews.com,19911216,30.07,True,
Elizabeth Delgado,Elizabeth_Delgado@pena-mcdonald.com,20061001,15.26,False,
Anthony Scott,Anthony_Scott@carson.com,19760901,45.36,True,
Cody Johnson,Cody_Johnson@robinson.info,19600228,61.88,True,
Bryan Hall,Bryan_Hall@wang.com,20160205,5.91,False,
Nicole Wiggins,Nicole_Wiggins@santiago.com,20021009,19.24,True,
Kathleen Turner,Kathleen_Turner@wells.com,20080317,13.8,False,23346431
Joshua Holland,Joshua_Holland@pittman.com,19500603,71.63,True,
Jessica Miller,Jessica_Miller@morton.com,19590608,62.61,True,
Alex Moore,Alex_Moore@santos.net,19941111,27.16,True,
Heather Brown,Heather_Brown@wolfe.com,20140715,7.47,False,
Michelle Gutierrez PhD,Michelle_Gutierrez@campbell.com,19980811,23.41,True,
Tiffany Brown,Tiffany_Brown@wright.com,19610428,60.72,True,
Alicia Todd,Alicia_Todd@barnett.com,19670307,54.86,True,
Annette Morris,Annette_Morris@sosa.net,20090826,12.36,False,
Lindsey Hines,Lindsey_Hines@walker.org,19960125,25.95,True,
John Harmon,John_Harmon@blake.org,19921116,29.15,True,
Alexis Williams,Alexis_Williams@miller.com,20050927,16.27,False,39394983
Andrea Oliver,Andrea_Oliver@frazier.com,19560505,65.7,True,
Darrell Smith,Darrell_Smith@crawford.com,19630723,58.48,True,
Patrick Hendrix,Patrick_Hendrix@jones.com,20060917,15.3,False,83479771
Matthew Bruce,Matthew_Bruce@vaughn.com,19700519,51.66,True,
Jimmy Navarro,Jimmy_Navarro@sharp-lewis.biz,19710422,50.73,True,
Anthony Friedman,Anthony_Friedman@richards.biz,19691210,52.1,True,
Michael Barrett,Michael_Barrett@walters.com,19660406,55.78,True,
Catherine Taylor,Catherine_Taylor@moore.com,19730329,48.79,True,
John Ross,John_Ross@welch.com,19881012,33.24,True,
Michael Austin,Michael_Austin@gomez.org,20140811,7.4,False,
Troy Warren,Troy_Warren@ortiz.net,19541115,67.18,True,
Alicia Ruiz,Alicia_Ruiz@bowman.com,20120704,9.5,False,22400679
